months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
70.0,28.0,265437,2003/10/11,IL,250/500,1000,1319.81,0,613587,MALE,High School,machine-op-inspct,yachting,husband,67200.0,59400,2015/01/28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,0,YES,31680.0,3520.0,3520.0,24640,Toyota,Camry,2006,N,0,0,0,0,0,31680.0,0.0,0,10.363472411086745,8.166500319155052,8.166500319155052,10.112167001239516,500000.0,0.00263962,0.002,0.002640147924
89.0,32.0,266247,2015/01/17,IN,100/300,2000,1482.53,0,620358,FEMALE,MD,tech-support,kayaking,not-in-family,49100.0,45100,2015/01/23,Parked Car,?,Trivial Damage,Police,WV,Northbrook,8492 Weaver Hwy,5,1,YES,1,2,?,100.0,10.0,20.0,70,Audi,A3,2002,N,0,0,0,0,0,100.0,0.0,0,4.61512051684126,2.3978952727983707,3.044522437723423,4.262679877041316,300000.0,0.0049417666666666665,0.006666666666666667,0.0049450611777777775
458.0,61.0,921851,1992/12/07,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000.0,0,2015/02/25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340.0,6260.0,6260.0,43820,Volkswagen,Passat,2003,N,0,0,0,0,0,56340.0,0.0,0,10.939177790651616,8.74209519574531,8.74209519574531,10.68786843351892,300000.0,0.004427266666666667,0.0033333333333333335,0.004428742422222223
239.0,40.0,488724,2004/11/29,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0.0,0,2015/02/11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,?,0,0,YES,69740.0,6340.0,6340.0,57060,Dodge,Neon,2003,N,0,0,0,0,0,69740.0,0.0,0,11.15254365910017,8.754791763700032,8.754791763700032,10.95187615002577,300000.0,0.004879833333333333,0.0016666666666666668,0.004880646638888889
161.0,38.0,192524,2004/01/02,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200.0,0,2015/01/03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480.0,5040.0,15120.0,40320,Volkswagen,Jetta,2003,N,0,0,0,0,0,60480.0,0.0,0,11.010084545108258,8.525359754082631,9.623839785112668,10.604627704024995,300000.0,0.0037795,0.006666666666666667,0.003782019666666666
446.0,61.0,338070,2006/01/25,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0.0,15700,2015/01/30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,?,2,1,NO,80880.0,6740.0,13480.0,60660,Nissan,Ultima,2005,N,0,0,0,0,0,80880.0,0.0,0,11.300734217613964,8.815963560853438,9.509036565691064,11.013056266434749,1000000.0,0.00103732,0.001,0.0010374237319999999
476.0,61.0,865607,1993/04/18,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800.0,68200,2015/01/18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,2,YES,49390.0,8980.0,4490.0,35920,Suburu,Legacy,2009,N,0,0,0,0,0,49390.0,0.0,0,10.807523500343269,9.10286651367095,8.409830673087738,10.489077361672273,500000.0,0.0031256,0.002,0.0031262251200000002
70.0,29.0,963285,2006/12/09,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400.0,52300,2015/01/04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,?,69360.0,11560.0,11560.0,46240,Dodge,RAM,2009,N,0,0,0,0,0,69360.0,0.0,0,11.147080028882211,9.35539264367532,9.35539264367532,10.741622129409992,300000.0,0.004752633333333333,0.0033333333333333335,0.004754217544444444
233.0,41.0,728491,1997/08/30,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100.0,0,2015/01/20,Vehicle Theft,?,Minor Damage,,NY,Springfield,4857 Weaver St,6,1,NO,0,1,?,3740.0,680.0,680.0,2380,Chevrolet,Malibu,2011,N,0,0,0,0,0,3740.0,0.0,0,8.227108234348146,6.523562306149512,6.523562306149512,7.7752758464868625,1000000.0,0.0016151400000000002,0.002,0.001615463028
122.0,33.0,553436,1991/06/03,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0.0,48700,2015/02/12,Parked Car,?,Trivial Damage,,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,5060.0,460.0,920.0,3680,Nissan,Ultima,2003,N,0,0,0,0,0,5060.0,0.0,0,8.529319371214077,6.133398042996649,6.825460036255307,8.210939733379021,500000.0,0.002473,0.001,0.0024732472999999997
335.0,48.0,440616,1995/09/06,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900.0,34800,2015/02/19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860.0,3260.0,6520.0,26080,BMW,X5,2005,Y,0,0,0,0,0,35860.0,0.0,0,10.487405632994516,8.089789175789319,8.782783017393202,10.168962358863777,1000000.0,0.00101797,0.002,0.001018173594
257.0,40.0,463237,2000/02/09,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100.0,46900,2015/02/21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050.0,7700.0,3850.0,38500,Ford,Fusion,2008,Y,0,0,0,0,0,50050.0,0.0,0,10.820797764563748,8.94910546953925,8.25608813381491,10.55843949396453,300000.0,0.004353333333333333,0.006666666666666667,0.0043562355555555555
85.0,27.0,753452,1996/07/23,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400.0,61500,2015/02/02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070.0,10740.0,5370.0,42960,Toyota,Camry,2012,N,0,0,0,0,0,59070.0,0.0,0,10.986495389225194,9.281823473598047,8.58876938990546,10.668048006379244,1000000.0,0.0011741400000000002,0.002,0.001174374828
133.0,30.0,920554,2005/09/21,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0.0,31700,2015/02/01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440.0,3160.0,3160.0,22120,Dodge,Neon,2007,N,0,0,0,0,0,28440.0,0.0,0,10.25558704504304,8.058643712215618,8.058643712215618,10.004282662571022,1000000.0,0.00123101,0.001,0.001231133101
119.0,34.0,594783,2011/12/30,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100.0,0,2015/01/08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540.0,8280.0,8280.0,28980,Honda,Civic,1998,Y,0,0,0,0,0,45540.0,0.0,0,10.726368298094252,9.0217190130337,9.0217190130337,10.274395721835582,500000.0,0.00259836,0.001,0.002598619836
169.0,34.0,725330,1996/07/21,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0.0,57600,2015/01/16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700.0,7740.0,3870.0,27090,Volkswagen,Passat,2012,N,0,0,0,0,0,38700.0,0.0,0,10.563620718477312,8.954286157204713,8.261268150577648,10.206956848388238,300000.0,0.004899166666666666,0.0016666666666666668,0.004899983194444444
225.0,39.0,607259,1996/04/08,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900.0,52100,2015/02/20,Parked Car,?,Trivial Damage,,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830.0,1060.0,530.0,4240,Nissan,Pathfinder,2011,N,0,0,0,0,0,5830.0,0.0,0,8.670943791222156,6.966967138613983,6.274762021241939,8.352554369474591,500000.0,0.00278144,0.001,0.002781718144
84.0,32.0,979336,2001/03/04,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0.0,0,2015/01/30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240.0,4770.0,9540.0,42930,BMW,X6,1995,Y,0,1,0,0,0,57240.0,0.0,0,10.955025703818272,8.470311205516108,9.163353580751846,10.667349454681297,1000000.0,0.0016940899999999999,0.0005,0.0016941747045000001
169.0,39.0,865201,2001/10/19,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0.0,36800,2015/01/19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200.0,4200.0,8400.0,33600,Suburu,Legacy,2015,N,0,0,0,0,0,46200.0,0.0,0,10.740756721857226,8.343077871169383,9.036106025364846,10.42231110741318,300000.0,0.0038005000000000005,0.006666666666666667,0.0038030336666666667
124.0,32.0,140977,2006/08/18,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300.0,0,2015/02/25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700.0,5770.0,5770.0,46160,Toyota,Camry,2003,N,0,0,0,0,0,57700.0,0.0,0,10.96302978336854,8.660600654710967,8.660600654710967,10.739890564725489,300000.0,0.004369033333333334,0.0033333333333333335,0.004370489677777778
320.0,48.0,787351,2013/04/28,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300.0,41700,2015/01/24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160.0,4680.0,9360.0,42120,Saab,95,1995,N,0,1,0,0,0,56160.0,0.0,0,10.935977844808969,8.45126704130007,9.144307401371744,10.64830170765649,500000.0,0.0034609800000000002,0.004,0.003462364392
297.0,47.0,272330,2009/11/29,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0.0,59500,2015/01/16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400.0,5550.0,5550.0,33300,Jeep,Grand Cherokee,1999,N,0,1,0,0,0,44400.0,0.0,0,10.70101727068921,8.621733370690162,8.621733370690162,10.413342705547674,500000.0,0.0032333,0.001,0.00323362333
421.0,56.0,728025,1990/02/15,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500.0,81100,2015/01/12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730.0,16860.0,8430.0,67440,Mercedes,E400,2004,Y,0,1,0,0,0,92730.0,0.0,0,11.437458107732674,9.73275854177798,9.039670667922676,11.11900842056106,300000.0,0.006452833333333333,0.0016666666666666668,0.006453908805555555
136.0,33.0,804608,2002/04/12,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900.0,0,2015/01/04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700.0,3070.0,6140.0,21490,Toyota,Corolla,2015,N,0,0,0,0,0,30700.0,0.0,0,10.332050506334692,8.029758520440822,8.722742874329398,9.975389521825209,500000.0,0.00171028,0.002,0.001710622056
46.0,24.0,718829,1999/02/21,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800.0,0,2015/02/02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600.0,11320.0,5660.0,39620,Toyota,Camry,1999,N,0,1,0,0,0,56600.0,0.0,0,10.943781931879723,9.334414687078109,8.64135583403666,10.587114559711914,500000.0,0.00313694,0.004,0.003138194776
34.0,24.0,482404,2011/06/18,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0.0,27700,2015/02/01,Parked Car,?,Trivial Damage,,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960.0,660.0,660.0,2640,Audi,A3,1998,N,0,0,0,0,0,3960.0,0.0,0,8.284251797621916,6.493753839851686,6.493753839851686,7.878912912297133,1000000.0,0.00155053,0.002,0.001550840106
95.0,30.0,331170,1995/03/26,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900.0,0,2015/02/14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800.0,3480.0,6960.0,24360,Accura,MDX,1999,N,0,0,0,0,0,34800.0,0.0,0,10.457401400981889,8.15507488781144,8.848078421168667,10.100738771884387,500000.0,0.00274184,0.004,0.002742936736
140.0,36.0,753056,1991/05/03,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200.0,0,2015/02/08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500.0,7950.0,7950.0,63600,Chevrolet,Tahoe,2000,N,0,0,0,0,0,79500.0,0.0,0,11.283524879179666,8.981052985901483,8.981052985901483,11.060384472475045,500000.0,0.0027271799999999996,0.001,0.0027274527179999997
200.0,34.0,910365,2001/12/19,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0.0,0,2015/01/22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000.0,5600.0,5600.0,44800,Chevrolet,Malibu,2009,N,0,1,0,0,0,56000.0,0.0,0,10.933124826700707,8.630700432209832,8.630700432209832,10.709985739582528,500000.0,0.00165684,0.002,0.0016571713679999999
123.0,29.0,379268,2012/08/05,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800.0,44200,2015/01/14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260.0,16280.0,0.0,56980,Volkswagen,Jetta,2014,Y,0,0,0,0,0,73260.0,0.0,0,11.201783686253297,9.697754062731514,0.0,10.95047315791545,500000.0,0.0024192600000000003,0.001,0.0024195019260000003
267.0,46.0,362843,2004/08/09,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000.0,0,2015/02/03,Parked Car,?,Trivial Damage,,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950.0,900.0,450.0,3600,Toyota,Camry,1995,N,0,0,0,0,0,4950.0,0.0,0,8.507344855361422,6.803505257608338,6.111467339502679,8.188966863648876,500000.0,0.00222234,0.004,0.002223228936
290.0,42.0,135400,2014/01/20,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500.0,0,2015/01/20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000.0,4800.0,9600.0,33600,Saab,95,2013,N,0,0,0,0,0,48000.0,0.0,0,10.778977123006351,8.476579508530941,9.169622538697624,10.42231110741318,1000000.0,0.00098997,0.0005,0.0009900194985000001
45.0,37.0,798579,2011/12/19,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0.0,0,2015/01/01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200.0,10440.0,5220.0,36540,Nissan,Pathfinder,2005,N,0,0,0,0,0,52200.0,0.0,0,10.862856930775358,9.25349564229011,8.560444233410552,10.506190196826267,500000.0,0.0022284600000000002,0.002,0.002228905692
186.0,38.0,250833,2008/07/28,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900.0,111100,2015/02/02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800.0,12300.0,12300.0,49200,Audi,A3,1995,N,0,0,0,0,0,73800.0,0.0,0,11.209127560632265,9.417435838868784,9.417435838868784,10.803669227477098,500000.0,0.00269462,0.004,0.002695697848
135.0,34.0,824116,1998/05/05,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0.0,69600,2015/01/23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200.0,15640.0,7820.0,54740,Audi,A3,2009,N,0,0,0,0,0,78200.0,0.0,0,11.267037714175425,9.657650950674242,8.964567702601611,10.910368250604645,500000.0,0.00337506,0.004,0.0033764100239999997
110.0,33.0,322613,1995/04/16,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0.0,0,2015/01/26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200.0,13800.0,9200.0,32200,Saab,93,2015,Y,0,0,0,0,0,55200.0,0.0,0,10.918736348043124,9.53249633228804,9.12706745278236,10.379752786950895,500000.0,0.00236696,0.002,0.002367433392
259.0,43.0,871305,1992/02/14,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0.0,58300,2015/01/02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060.0,6340.0,6340.0,44380,Ford,Fusion,2012,N,0,0,0,0,0,57060.0,0.0,0,10.95187615002577,8.754791763700032,8.754791763700032,10.700566728905104,1000000.0,0.00153713,0.002,0.001537437426
114.0,30.0,488037,2007/07/11,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0.0,34700,2015/02/25,Vehicle Theft,?,Minor Damage,,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680.0,520.0,520.0,3640,Chevrolet,Malibu,2013,N,0,0,0,0,0,4680.0,0.0,0,8.45126704130007,6.255750041753367,6.255750041753367,8.200013648175434,500000.0,0.0023465,0.002,0.0023469693
404.0,56.0,485813,2010/04/07,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0.0,63700,2015/01/15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100.0,5310.0,5310.0,42480,Accura,MDX,2005,Y,0,1,0,0,0,53100.0,0.0,0,10.879951039444416,8.577535420422398,8.577535420422398,10.65681219612839,500000.0,0.0027223200000000003,0.002,0.002722864464
282.0,48.0,886473,1991/03/10,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900.0,55300,2015/02/09,Vehicle Theft,?,Minor Damage,,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520.0,640.0,320.0,2560,Accura,MDX,2013,N,0,1,0,0,0,3520.0,0.0,0,8.166500319155052,6.46302945692067,5.771441123130016,7.848153086199526,1000000.0,0.00142256,0.002,0.001422844512
57.0,25.0,907113,1996/01/20,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100.0,54100,2015/01/16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900.0,14580.0,14580.0,43740,Nissan,Maxima,2010,N,0,0,0,0,0,72900.0,0.0,0,11.196857635323791,9.587474590316283,9.587474590316283,10.68604115633796,1000000.0,0.00114306,0.002,0.001143288612
215.0,38.0,833321,2010/03/01,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0.0,0,2015/02/01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700.0,7070.0,14140.0,49490,Volkswagen,Passat,2008,N,0,0,0,0,0,70700.0,0.0,0,11.166214996056205,8.863757191604241,9.556833658307776,10.809546113844034,500000.0,0.0028114200000000002,0.001,0.002811701142
140.0,30.0,521592,2014/06/15,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500.0,0,2015/02/10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170.0,5470.0,10940.0,43760,Nissan,Pathfinder,2006,N,0,0,0,0,0,60170.0,0.0,0,11.004945787654156,8.607216694063826,9.30027247947679,10.686498288754322,300000.0,0.004514,0.0016666666666666668,0.004514752333333333
250.0,42.0,254837,2004/11/25,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500.0,40700,2015/01/03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800.0,13600.0,6800.0,54400,Ford,Fusion,2009,Y,0,0,0,0,0,74800.0,0.0,0,11.222586532857164,9.517898598432753,8.824824939175638,10.904137815028022,300000.0,0.0035186666666666665,0.0016666666666666668,0.0035192531111111107
286.0,41.0,634499,2000/08/26,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800.0,0,2015/01/01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100.0,820.0,410.0,2870,Chevrolet,Malibu,2009,N,0,0,0,0,0,4100.0,0.0,0,8.31898612539206,6.710523109452428,6.018593214496234,7.962415680121064,500000.0,0.00199886,0.002,0.0019992597719999997
356.0,47.0,574707,2005/08/23,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0.0,0,2015/02/23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490.0,5590.0,11180.0,44720,Dodge,RAM,2009,N,0,0,0,0,0,61490.0,0.0,0,11.026646101622235,8.628913441026645,9.321971188147367,10.70819846893854,500000.0,0.00231194,0.004,0.002312864776
65.0,29.0,476839,1990/08/09,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0.0,0,2015/01/28,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200.0,720.0,1440.0,5040,Audi,A5,1999,N,0,0,0,0,0,7200.0,0.0,0,8.881975184248867,6.580639137284949,7.273092595999522,8.525359754082631,500000.0,0.0034538200000000002,0.002,0.003454510764
187.0,34.0,149601,2003/03/28,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500.0,0,2015/02/22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100.0,8200.0,4100.0,32800,Nissan,Pathfinder,2011,N,0,0,0,0,0,45100.0,0.0,0,10.716659698193956,9.012011377036412,8.31898612539206,10.39821428171237,1000000.0,0.0012325699999999999,0.0005,0.0012326316285
386.0,53.0,630683,2007/10/23,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800.0,0,2015/01/03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660.0,12120.0,6060.0,48480,Honda,Civic,2006,N,0,0,0,0,0,66660.0,0.0,0,11.10737535324936,9.402694764470512,8.709630081951286,10.788927247593168,500000.0,0.0021573,0.001,0.00215751573
197.0,41.0,500639,1996/06/27,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0.0,64500,2015/01/10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400.0,15280.0,7640.0,53480,Volkswagen,Jetta,1997,Y,0,0,0,0,0,76400.0,0.0,0,11.243751064074187,9.634365505605258,8.941283763647567,10.887081729619972,1000000.0,0.00132478,0.001,0.001324912478
166.0,37.0,352120,1994/12/11,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0.0,0,2015/01/25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300.0,10600.0,10600.0,37100,Ford,F150,2001,N,0,0,0,0,0,58300.0,0.0,0,10.97337452485014,9.268703615273097,9.268703615273097,10.521399202410167,500000.0,0.0030370799999999997,0.001,0.0030373837079999996
293.0,49.0,569245,1995/12/05,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900.0,0,2015/01/10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310.0,5210.0,10420.0,41680,Volkswagen,Passat,2002,N,0,0,0,0,0,57310.0,0.0,0,10.956247856355338,8.558527054909215,9.251578279992428,10.637800668461894,300000.0,0.0041302,0.006666666666666667,0.004132953466666666
